n_cci_sig_scsignalr	ccis_scsignalr	ps_scsignalr
HSPG2_ITGB1	81	Bcell--Tcell,Bcell--basal_like_2,Bcell--endothelial,Bcell--macrophage,Bcell--stroma,Tcell--endothelial,macrophage--endothelial,mesenchymal--Tcell,stroma--Tcell,Bcell--Bcell,Bcell--basal_like_1,Bcell--luminal_ar,Bcell--mesenchymal,Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_1,Tcell--basal_like_2,Tcell--luminal_ar,Tcell--macrophage,Tcell--mesenchymal,Tcell--stroma,basal_like_1--Bcell,basal_like_1--Tcell,basal_like_1--basal_like_1,basal_like_1--basal_like_2,basal_like_1--endothelial,basal_like_1--luminal_ar,basal_like_1--macrophage,basal_like_1--mesenchymal,basal_like_1--stroma,basal_like_2--Bcell,basal_like_2--Tcell,basal_like_2--basal_like_1,basal_like_2--basal_like_2,basal_like_2--endothelial,basal_like_2--luminal_ar,basal_like_2--macrophage,basal_like_2--mesenchymal,basal_like_2--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_1,endothelial--basal_like_2,endothelial--endothelial,endothelial--luminal_ar,endothelial--macrophage,endothelial--mesenchymal,endothelial--stroma,luminal_ar--Bcell,luminal_ar--Tcell,luminal_ar--basal_like_1,luminal_ar--basal_like_2,luminal_ar--endothelial,luminal_ar--luminal_ar,luminal_ar--macrophage,luminal_ar--mesenchymal,luminal_ar--stroma,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_1,macrophage--basal_like_2,macrophage--luminal_ar,macrophage--macrophage,macrophage--mesenchymal,macrophage--stroma,mesenchymal--Bcell,mesenchymal--basal_like_1,mesenchymal--basal_like_2,mesenchymal--endothelial,mesenchymal--luminal_ar,mesenchymal--macrophage,mesenchymal--mesenchymal,mesenchymal--stroma,stroma--Bcell,stroma--basal_like_1,stroma--basal_like_2,stroma--endothelial,stroma--luminal_ar,stroma--macrophage,stroma--mesenchymal,stroma--stroma	0.847081454573206,0.840879484762398,0.863944097345071,0.852479528183303,0.857999697443295,0.842091950242418,0.845255353969872,0.771261986324237,0.852602128593796,0.842282588708116,0.842855732656914,0.844926608908441,0.840084658489332,0.817685530746421,0.823075603956426,0.818328780738483,0.816111377466042,0.820654101628515,0.829150174838897,0.815220018413676,0.83537473750033,0.76086587582193,0.767458070257844,0.761651162969889,0.758945754198596,0.790933919539767,0.764493157631557,0.774920029006874,0.757859512486975,0.782602323481571,0.834467221743704,0.839458560704233,0.835063205164583,0.83300837449542,0.857019910915822,0.837216939717733,0.845076510687525,0.832182077764101,0.850825223235081,0.886964605484413,0.890580547489788,0.887397082745047,0.885905161168926,0.903194631662237,0.888958315508894,0.894634089382374,0.885304566203111,0.898764172993439,0.745059393689176,0.75194526721519,0.74587925117587,0.743055214494572,0.776531175275696,0.748847292944869,0.759749180656628,0.741921716187617,0.767794117232866,0.821234077418507,0.826541494192657,0.821867534778311,0.819683806718982,0.82415729392576,0.832521280026261,0.818805919576932,0.838646924092552,0.764744571297645,0.765521046544716,0.762845886332804,0.79445666706258,0.768330933209726,0.778637089804693,0.761771702819246,0.786227514231171,0.84794541276545,0.848501679461473,0.846583511006257,0.868950177481566,0.850511348534351,0.857838026762902,0.845811952538862,0.863189862076309
ICAM1_ITGAL	26	Bcell--Tcell,Tcell--endothelial,macrophage--endothelial,mesenchymal--Tcell,stroma--Tcell,Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_2,Tcell--macrophage,Tcell--stroma,basal_like_1--Tcell,basal_like_2--Tcell,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_2,endothelial--endothelial,endothelial--macrophage,endothelial--stroma,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_2,macrophage--macrophage,macrophage--stroma,mesenchymal--macrophage,stroma--Bcell,stroma--macrophage	0.549806182393218,0.542784716288309,0.549906992271303,0.576308666245853,0.585036405702072,0.551449584629403,0.632010643878083,0.502475984124235,0.563819241215199,0.529567755511525,0.529759300728888,0.55959484536837,0.550650997644278,0.631259578448383,0.501668998408206,0.541983515530119,0.563025225877474,0.528763501777091,0.558546662015069,0.638668270183079,0.509658928495008,0.570872904939161,0.536720189038815,0.505865464665588,0.502290083869557,0.514822662452692
ICAM1_ITGAX	26	Bcell--macrophage,Tcell--endothelial,macrophage--endothelial,mesenchymal--Tcell,stroma--Tcell,Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_2,Tcell--macrophage,Tcell--stroma,basal_like_1--macrophage,basal_like_2--Tcell,basal_like_2--macrophage,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_2,endothelial--endothelial,endothelial--macrophage,endothelial--stroma,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_2,macrophage--macrophage,macrophage--stroma,mesenchymal--macrophage,stroma--macrophage	0.529814439568578,0.511006245092018,0.518184125761379,0.522376278930395,0.531311481202958,0.520867287718679,0.580001358744113,0.523696461172691,0.613100523925812,0.512290838623013,0.50967125473402,0.50536096227335,0.539673846770411,0.520061640005795,0.579214816446362,0.522891213113915,0.510199608409461,0.612334536868943,0.511484295204462,0.528034109707673,0.586985029026975,0.53085908058861,0.619894511521803,0.519467594791944,0.556544573954556,0.565372402269799
ICAM1_ITGB2	70	Bcell--Tcell,Bcell--basal_like_2,Bcell--endothelial,Bcell--macrophage,Bcell--stroma,Tcell--endothelial,macrophage--endothelial,mesenchymal--Tcell,stroma--Tcell,Bcell--Bcell,Bcell--basal_like_1,Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_1,Tcell--basal_like_2,Tcell--luminal_ar,Tcell--macrophage,Tcell--mesenchymal,Tcell--stroma,basal_like_1--Bcell,basal_like_1--Tcell,basal_like_1--basal_like_2,basal_like_1--endothelial,basal_like_1--macrophage,basal_like_1--stroma,basal_like_2--Bcell,basal_like_2--Tcell,basal_like_2--basal_like_1,basal_like_2--basal_like_2,basal_like_2--endothelial,basal_like_2--macrophage,basal_like_2--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_1,endothelial--basal_like_2,endothelial--endothelial,endothelial--luminal_ar,endothelial--macrophage,endothelial--mesenchymal,endothelial--stroma,luminal_ar--Bcell,luminal_ar--Tcell,luminal_ar--basal_like_2,luminal_ar--endothelial,luminal_ar--macrophage,luminal_ar--stroma,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_1,macrophage--basal_like_2,macrophage--luminal_ar,macrophage--macrophage,macrophage--mesenchymal,macrophage--stroma,mesenchymal--Bcell,mesenchymal--basal_like_1,mesenchymal--basal_like_2,mesenchymal--endothelial,mesenchymal--macrophage,mesenchymal--mesenchymal,mesenchymal--stroma,stroma--Bcell,stroma--basal_like_1,stroma--basal_like_2,stroma--endothelial,stroma--luminal_ar,stroma--macrophage,stroma--mesenchymal,stroma--stroma	0.658904072065515,0.564977086056198,0.569767397985293,0.656975115349761,0.582743203580241,0.650643004676055,0.657146403618495,0.682690674097031,0.690404247036812,0.5939193805569,0.506448275430858,0.672861629676348,0.730936426447955,0.590675638147401,0.646194008694712,0.550577918381289,0.729247437352963,0.570100154502529,0.662623929843957,0.574315959950582,0.640539074600584,0.545046751069641,0.549881679917115,0.638563230731663,0.562997237212907,0.603440697086146,0.667754071096021,0.516350375591052,0.574691055086682,0.579454021993327,0.665849781661927,0.592346703546073,0.672150690135748,0.730301108096899,0.589894951399728,0.645455652155384,0.649908902579698,0.549779046518274,0.728609611664613,0.569308838861417,0.661901921109894,0.537880936244008,0.605882500165116,0.50825156274854,0.513128228173058,0.603833979753692,0.526392333034021,0.679155379090521,0.736550345684666,0.597604957897612,0.652736024390477,0.557677725034697,0.734883814888205,0.577128426686177,0.669017754697086,0.619621605315992,0.533336744839096,0.591250439693676,0.595958340089857,0.680831075394176,0.512258983169731,0.608686739154247,0.628032992025402,0.542246581213511,0.599884079672183,0.604559047458036,0.501409260514483,0.688569231967243,0.521209977876364,0.617190540902786
ICAM2_ITGB2	51	Bcell--Tcell,Bcell--basal_like_2,Bcell--endothelial,Bcell--macrophage,Bcell--stroma,Tcell--endothelial,macrophage--endothelial,mesenchymal--Tcell,stroma--Tcell,Bcell--Bcell,Bcell--basal_like_1,Bcell--luminal_ar,Bcell--mesenchymal,Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_1,Tcell--basal_like_2,Tcell--macrophage,Tcell--mesenchymal,Tcell--stroma,basal_like_1--Tcell,basal_like_1--macrophage,basal_like_2--Bcell,basal_like_2--Tcell,basal_like_2--basal_like_2,basal_like_2--endothelial,basal_like_2--macrophage,basal_like_2--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_1,endothelial--basal_like_2,endothelial--endothelial,endothelial--luminal_ar,endothelial--macrophage,endothelial--mesenchymal,endothelial--stroma,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_2,macrophage--macrophage,macrophage--stroma,mesenchymal--macrophage,stroma--Bcell,stroma--basal_like_1,stroma--basal_like_2,stroma--endothelial,stroma--luminal_ar,stroma--macrophage,stroma--mesenchymal,stroma--stroma	0.698124768305931,0.608582164433094,0.613221029247225,0.696315385327015,0.625747118674432,0.602923052627164,0.511640389155575,0.554664691564471,0.710848135116389,0.636489957550341,0.551260361021681,0.510501264407825,0.530279162349594,0.626434103416329,0.688940671261794,0.540548709684835,0.598241596861173,0.687100912906449,0.519503220730608,0.615573574401531,0.504605743554119,0.502463088996514,0.579259324115989,0.645188513222491,0.550063726586993,0.554888879643634,0.643223991054902,0.567973166558611,0.663638014199355,0.722675350852517,0.580579215415536,0.636624557786315,0.641127058031429,0.5402622475317,0.720954301842934,0.559874377214545,0.653260411541904,0.536400398429914,0.604459616028535,0.506763146029963,0.602408553085734,0.524907498605775,0.552546559490693,0.650510620290726,0.566328534674459,0.623041738181059,0.62761409399959,0.525760662436489,0.709083234549172,0.545470961154013,0.639947741796494
ICAM3_ITGAL	26	Bcell--Tcell,Bcell--macrophage,Tcell--endothelial,macrophage--endothelial,stroma--Tcell,Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_2,Tcell--macrophage,Tcell--stroma,basal_like_1--Tcell,basal_like_2--Bcell,basal_like_2--Tcell,basal_like_2--endothelial,basal_like_2--macrophage,endothelial--Bcell,endothelial--Tcell,endothelial--endothelial,endothelial--macrophage,luminal_ar--Tcell,macrophage--Bcell,macrophage--Tcell,macrophage--macrophage,stroma--Bcell,stroma--endothelial,stroma--macrophage	0.582752493855485,0.512474339456525,0.574946093936843,0.511150583624313,0.599533918741685,0.583469189423284,0.661806298366076,0.53504392197542,0.595603378866356,0.561908456267346,0.523941973221172,0.518351732728158,0.600551320756576,0.509616063016158,0.53085762103132,0.509127494502479,0.591661192402036,0.500385777176887,0.521651866533565,0.500285636307182,0.519884670913967,0.602023504661689,0.532386663195454,0.517293247851401,0.508556581557955,0.529801689277936
ICAM3_ITGB2	70	Bcell--Tcell,Bcell--basal_like_2,Bcell--endothelial,Bcell--macrophage,Bcell--stroma,Tcell--endothelial,macrophage--endothelial,mesenchymal--Tcell,stroma--Tcell,Bcell--Bcell,Bcell--basal_like_1,Bcell--mesenchymal,Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_1,Tcell--basal_like_2,Tcell--luminal_ar,Tcell--macrophage,Tcell--mesenchymal,Tcell--stroma,basal_like_1--Bcell,basal_like_1--Tcell,basal_like_1--basal_like_2,basal_like_1--endothelial,basal_like_1--macrophage,basal_like_1--stroma,basal_like_2--Bcell,basal_like_2--Tcell,basal_like_2--basal_like_1,basal_like_2--basal_like_2,basal_like_2--endothelial,basal_like_2--luminal_ar,basal_like_2--macrophage,basal_like_2--mesenchymal,basal_like_2--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_1,endothelial--basal_like_2,endothelial--endothelial,endothelial--luminal_ar,endothelial--macrophage,endothelial--mesenchymal,endothelial--stroma,luminal_ar--Bcell,luminal_ar--Tcell,luminal_ar--basal_like_2,luminal_ar--endothelial,luminal_ar--macrophage,luminal_ar--stroma,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_1,macrophage--basal_like_2,macrophage--luminal_ar,macrophage--macrophage,macrophage--mesenchymal,macrophage--stroma,mesenchymal--Bcell,mesenchymal--endothelial,mesenchymal--macrophage,mesenchymal--stroma,stroma--Bcell,stroma--basal_like_1,stroma--basal_like_2,stroma--endothelial,stroma--luminal_ar,stroma--macrophage,stroma--mesenchymal,stroma--stroma	0.688391377551727,0.597625682691458,0.602309544396833,0.686549848519438,0.614967129833535,0.679694603753556,0.621264330389118,0.597397160275423,0.703088792889162,0.625834377783664,0.539912370412209,0.518863677768308,0.700914903896444,0.755816878600641,0.621815442011959,0.67543101900844,0.582612650271593,0.754231557032117,0.60174989000739,0.691152152571379,0.568600975189708,0.635148352145381,0.539254060852821,0.544099058339935,0.63315984706196,0.557247442025856,0.64292151655526,0.703973010842982,0.558153065087965,0.615208984287237,0.619818374076973,0.517472027732498,0.702183727590915,0.537223595318133,0.632258933036441,0.634400311303394,0.696220328931136,0.549027910575054,0.606431289378989,0.611079354896944,0.508246924991422,0.694404527812011,0.528031698103165,0.623632234059475,0.54523765448598,0.612935681026063,0.515655228635469,0.520527736598088,0.610900277658327,0.533773415573173,0.644330025728483,0.705251104593655,0.559666936981895,0.616661629233805,0.519005167698243,0.703466292472762,0.538749916924875,0.633685537424135,0.529069494458224,0.504279791836211,0.595333992516483,0.517558312934188,0.641947690997829,0.557107313454063,0.614204932603677,0.61881889769276,0.516413413194189,0.701296432867546,0.536169472689006,0.631272705806139
IL11_IL6ST	0		
IL16_CD4	23	Bcell--Tcell,Bcell--endothelial,Bcell--macrophage,Bcell--stroma,Tcell--endothelial,macrophage--endothelial,stroma--Tcell,Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_1,Tcell--basal_like_2,Tcell--macrophage,Tcell--stroma,basal_like_2--Tcell,basal_like_2--macrophage,endothelial--Tcell,endothelial--macrophage,macrophage--Tcell,macrophage--macrophage,macrophage--stroma,stroma--endothelial,stroma--macrophage,stroma--stroma	0.57957838930402,0.505719710954542,0.587770262019003,0.505657296973232,0.608955623109438,0.519265229674895,0.574714279686658,0.577907887278589,0.677233592002421,0.510380147343463,0.577943408648828,0.684558283089392,0.608896163562078,0.568957876717931,0.577205729514581,0.570066479235168,0.578308841409859,0.592729879272845,0.600841980717602,0.519202899985883,0.500737186139149,0.582932727348721,0.500674764202602
IL1B_IL1R1	0		
IL1RN_IL1R1	21	macrophage--endothelial,mesenchymal--Tcell,Bcell--basal_like_1,Bcell--luminal_ar,Bcell--mesenchymal,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_1,macrophage--basal_like_2,macrophage--luminal_ar,macrophage--macrophage,macrophage--mesenchymal,macrophage--stroma,mesenchymal--Bcell,mesenchymal--basal_like_1,mesenchymal--basal_like_2,mesenchymal--endothelial,mesenchymal--luminal_ar,mesenchymal--macrophage,mesenchymal--mesenchymal,mesenchymal--stroma	0.523911349195932,0.533708244036639,0.511928506862437,0.526301298722714,0.510852903016452,0.51965862486615,0.511504642086952,0.556437082082965,0.53573521417513,0.570598579253141,0.509102960996136,0.555374373699825,0.518350313830563,0.541823586527318,0.578282186601625,0.557789614236807,0.546051496767246,0.592257309230328,0.531315701529636,0.577232050904457,0.540522266961299
INHBA_ACVR1B	3	stroma--basal_like_1,stroma--luminal_ar,stroma--mesenchymal	0.520327525525497,0.502871440295289,0.506560118446491
INHBA_ENG	60	Bcell--Tcell,Bcell--basal_like_2,Bcell--endothelial,Bcell--macrophage,Bcell--stroma,Tcell--endothelial,macrophage--endothelial,mesenchymal--Tcell,stroma--Tcell,Bcell--Bcell,Bcell--basal_like_1,Bcell--luminal_ar,Bcell--mesenchymal,Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_2,Tcell--macrophage,Tcell--stroma,basal_like_1--Bcell,basal_like_1--Tcell,basal_like_1--basal_like_2,basal_like_1--endothelial,basal_like_1--macrophage,basal_like_1--stroma,basal_like_2--Bcell,basal_like_2--Tcell,basal_like_2--basal_like_2,basal_like_2--endothelial,basal_like_2--macrophage,basal_like_2--mesenchymal,basal_like_2--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_1,endothelial--basal_like_2,endothelial--endothelial,endothelial--macrophage,endothelial--mesenchymal,endothelial--stroma,luminal_ar--endothelial,luminal_ar--stroma,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_2,macrophage--macrophage,macrophage--mesenchymal,macrophage--stroma,mesenchymal--Bcell,mesenchymal--basal_like_2,mesenchymal--endothelial,mesenchymal--macrophage,mesenchymal--stroma,stroma--Bcell,stroma--basal_like_1,stroma--basal_like_2,stroma--endothelial,stroma--luminal_ar,stroma--macrophage,stroma--mesenchymal,stroma--stroma	0.61914293193966,0.649894593165593,0.76502141271031,0.620408240268445,0.672377675426225,0.725924577042979,0.739243315406952,0.565757976458976,0.652632394777963,0.626120819518823,0.529053174935047,0.505438467796977,0.549820834289736,0.576700722068892,0.569434757649407,0.601617501447329,0.570750716238079,0.625413916666614,0.52747980107295,0.520072062123599,0.553048431175061,0.684564544714743,0.521412090264578,0.577709608329308,0.589638213592241,0.582433527793766,0.614302769632763,0.736386043592814,0.58373879963994,0.51169939871508,0.637797646814273,0.617694476512982,0.61065711661039,0.52011587937703,0.641697436118688,0.758518193041908,0.611932946777324,0.540935676368143,0.664435120959796,0.634860293965061,0.522902512777212,0.593207399942748,0.586021382394572,0.617796486495845,0.587323385418633,0.515389331329374,0.641202845524966,0.573039465263596,0.598021538497854,0.722933918532419,0.567076629037439,0.621897755612649,0.659334307881782,0.564897381355167,0.682068542423041,0.790033582953238,0.541522438782029,0.653848646121197,0.585323319367321,0.703428338787439
