	n_cci_sig_cpdb	ccis_cpdb	ps_cpdb
LGALS9_SORL1	44	Bcell--Tcell,Bcell--macrophage,Bcell--stroma,Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_1,Tcell--basal_like_2,Tcell--endothelial,Tcell--luminal_ar,Tcell--macrophage,Tcell--mesenchymal,Tcell--stroma,basal_like_1--Tcell,basal_like_1--macrophage,basal_like_2--Tcell,basal_like_2--macrophage,basal_like_2--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_1,endothelial--basal_like_2,endothelial--endothelial,endothelial--luminal_ar,endothelial--macrophage,endothelial--mesenchymal,endothelial--stroma,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_1,macrophage--basal_like_2,macrophage--endothelial,macrophage--luminal_ar,macrophage--macrophage,macrophage--mesenchymal,macrophage--stroma,stroma--Bcell,stroma--Tcell,stroma--basal_like_1,stroma--basal_like_2,stroma--endothelial,stroma--luminal_ar,stroma--macrophage,stroma--mesenchymal,stroma--stroma	3.0,3.0,1.3979400086720375,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.5228787452803376,3.0,3.0,3.0,1.3665315444204136,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
MDK_SORL1	20	basal_like_1--Tcell,basal_like_1--macrophage,basal_like_1--stroma,basal_like_2--Tcell,basal_like_2--basal_like_1,basal_like_2--basal_like_2,basal_like_2--endothelial,basal_like_2--luminal_ar,basal_like_2--macrophage,basal_like_2--mesenchymal,basal_like_2--stroma,macrophage--Tcell,macrophage--macrophage,stroma--Tcell,stroma--basal_like_1,stroma--basal_like_2,stroma--endothelial,stroma--macrophage,stroma--mesenchymal,stroma--stroma	3.0,3.0,2.154901959985743,3.0,2.0457574905606752,2.5228787452803374,2.5228787452803374,1.5228787452803376,3.0,2.154901959985743,3.0,1.3565473235138126,1.4814860601221125,3.0,1.3767507096020994,2.0457574905606752,1.9586073148417749,3.0,1.337242168318426,2.6989700043360187
WISP3_SORL1	0		
LGALS9_MRC2	49	Bcell--Bcell,Bcell--Tcell,Bcell--basal_like_2,Bcell--macrophage,Bcell--stroma,Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_1,Tcell--basal_like_2,Tcell--endothelial,Tcell--luminal_ar,Tcell--macrophage,Tcell--mesenchymal,Tcell--stroma,basal_like_1--macrophage,basal_like_1--stroma,basal_like_2--Tcell,basal_like_2--basal_like_2,basal_like_2--macrophage,basal_like_2--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_1,endothelial--basal_like_2,endothelial--endothelial,endothelial--luminal_ar,endothelial--macrophage,endothelial--mesenchymal,endothelial--stroma,luminal_ar--stroma,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_1,macrophage--basal_like_2,macrophage--endothelial,macrophage--luminal_ar,macrophage--macrophage,macrophage--mesenchymal,macrophage--stroma,mesenchymal--stroma,stroma--Bcell,stroma--Tcell,stroma--basal_like_1,stroma--basal_like_2,stroma--endothelial,stroma--luminal_ar,stroma--macrophage,stroma--mesenchymal,stroma--stroma	1.3872161432802645,1.9586073148417749,1.9586073148417749,2.6989700043360187,3.0,3.0,3.0,3.0,3.0,3.0,2.3010299956639813,3.0,3.0,3.0,1.3565473235138126,3.0,2.0,2.0457574905606752,3.0,3.0,3.0,3.0,2.6989700043360187,3.0,2.3979400086720375,1.7212463990471711,3.0,2.0457574905606752,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.6382721639824072,3.0,2.5228787452803374,3.0
PDGFB_PDGFRB	36	Bcell--Bcell,Bcell--endothelial,Bcell--macrophage,Bcell--stroma,Tcell--Bcell,Tcell--endothelial,Tcell--macrophage,Tcell--stroma,basal_like_1--Bcell,basal_like_1--endothelial,basal_like_1--macrophage,basal_like_1--stroma,basal_like_2--endothelial,basal_like_2--macrophage,basal_like_2--stroma,endothelial--Bcell,endothelial--basal_like_2,endothelial--endothelial,endothelial--macrophage,endothelial--stroma,luminal_ar--Bcell,luminal_ar--endothelial,luminal_ar--macrophage,luminal_ar--stroma,macrophage--Bcell,macrophage--endothelial,macrophage--macrophage,macrophage--stroma,mesenchymal--Bcell,mesenchymal--endothelial,mesenchymal--macrophage,mesenchymal--stroma,stroma--Bcell,stroma--endothelial,stroma--macrophage,stroma--stroma	1.853871964321762,3.0,2.6989700043360187,3.0,1.3279021420642825,3.0,1.8239087409443189,3.0,1.408935392973501,3.0,1.9208187539523751,3.0,3.0,1.7212463990471711,3.0,3.0,2.0969100130080562,3.0,3.0,3.0,2.0969100130080562,3.0,3.0,3.0,1.6575773191777938,3.0,2.221848749616356,3.0,2.0457574905606752,3.0,3.0,3.0,1.8239087409443189,3.0,3.0,3.0
PDGFB_PDGFRA	39	Bcell--basal_like_2,Bcell--endothelial,Bcell--macrophage,Bcell--stroma,Tcell--macrophage,Tcell--stroma,basal_like_1--basal_like_2,basal_like_1--endothelial,basal_like_1--macrophage,basal_like_1--stroma,basal_like_2--basal_like_2,basal_like_2--macrophage,basal_like_2--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_2,endothelial--endothelial,endothelial--macrophage,endothelial--stroma,luminal_ar--Bcell,luminal_ar--Tcell,luminal_ar--basal_like_2,luminal_ar--endothelial,luminal_ar--macrophage,luminal_ar--stroma,macrophage--basal_like_2,macrophage--endothelial,macrophage--macrophage,macrophage--stroma,mesenchymal--Bcell,mesenchymal--Tcell,mesenchymal--basal_like_2,mesenchymal--endothelial,mesenchymal--macrophage,mesenchymal--stroma,stroma--basal_like_2,stroma--endothelial,stroma--macrophage,stroma--stroma	2.221848749616356,2.0,2.3979400086720375,3.0,1.6197887582883939,3.0,2.5228787452803374,1.3665315444204136,2.221848749616356,3.0,1.7958800173440752,1.9208187539523751,3.0,2.3979400086720375,3.0,3.0,3.0,3.0,3.0,1.8239087409443189,2.0,3.0,3.0,3.0,3.0,2.3979400086720375,1.6989700043360187,2.3010299956639813,3.0,1.431798275933005,1.5528419686577808,3.0,2.221848749616356,3.0,3.0,3.0,2.0969100130080562,3.0,3.0
PDGFA_PDGFRA	33	Bcell--macrophage,Bcell--stroma,Tcell--basal_like_2,Tcell--endothelial,Tcell--macrophage,Tcell--stroma,basal_like_1--basal_like_2,basal_like_1--macrophage,basal_like_1--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_2,endothelial--endothelial,endothelial--macrophage,endothelial--stroma,luminal_ar--basal_like_2,luminal_ar--macrophage,luminal_ar--stroma,macrophage--Tcell,macrophage--basal_like_2,macrophage--endothelial,macrophage--macrophage,macrophage--stroma,mesenchymal--basal_like_2,mesenchymal--endothelial,mesenchymal--macrophage,mesenchymal--stroma,stroma--Bcell,stroma--Tcell,stroma--basal_like_2,stroma--endothelial,stroma--macrophage,stroma--stroma	1.5686362358410126,3.0,2.221848749616356,1.6575773191777938,2.3010299956639813,3.0,2.3010299956639813,2.154901959985743,3.0,2.0969100130080562,2.5228787452803374,3.0,3.0,3.0,3.0,1.6382721639824072,1.8860566476931633,3.0,1.4685210829577449,3.0,2.221848749616356,2.6989700043360187,3.0,3.0,2.0457574905606752,3.0,3.0,1.8860566476931633,2.221848749616356,3.0,3.0,3.0,3.0
PDGFB_ADGRV1	4	endothelial--luminal_ar,luminal_ar--luminal_ar,mesenchymal--luminal_ar,stroma--luminal_ar	3.0,3.0,2.221848749616356,2.0457574905606752
XCL1_ADGRV1	0		
MDK_ALK	0		
PTN_ALK	0		
WNT3A_FZD8	2	basal_like_1--endothelial,basal_like_1--stroma	1.4202164033831899,3.0
WNT4_FZD8	11	basal_like_1--endothelial,basal_like_1--stroma,basal_like_2--Bcell,basal_like_2--endothelial,basal_like_2--macrophage,basal_like_2--stroma,luminal_ar--Bcell,luminal_ar--endothelial,luminal_ar--macrophage,luminal_ar--stroma,mesenchymal--stroma	1.3872161432802645,3.0,1.6020599913279623,2.3979400086720375,2.0457574905606752,3.0,1.408935392973501,2.0969100130080562,1.4436974992327127,3.0,1.3872161432802645
WNT3A_FZD1	2	basal_like_1--macrophage,basal_like_1--stroma	1.5086383061657274,3.0
WNT5A_FZD1	0		
WNT4_FZD1	8	Tcell--stroma,basal_like_1--macrophage,basal_like_1--stroma,basal_like_2--macrophage,basal_like_2--stroma,luminal_ar--macrophage,luminal_ar--stroma,mesenchymal--stroma	1.7695510786217261,1.4814860601221125,3.0,2.221848749616356,3.0,1.9208187539523751,3.0,3.0
WNT2_FZD1	0		
WNT3_FZD1	8	Bcell--stroma,basal_like_1--macrophage,basal_like_1--stroma,luminal_ar--macrophage,luminal_ar--stroma,macrophage--stroma,mesenchymal--stroma,stroma--stroma	2.221848749616356,1.5228787452803376,3.0,1.6777807052660807,3.0,3.0,3.0,3.0
WNT7B_FZD1	5	Bcell--stroma,basal_like_1--stroma,endothelial--stroma,luminal_ar--stroma,mesenchymal--stroma	1.8860566476931633,3.0,1.9208187539523751,3.0,2.3979400086720375
WNT3A_FZD2	2	basal_like_1--macrophage,basal_like_1--stroma	2.5228787452803374,1.3979400086720375
WNT5A_FZD2	0		
WNT2_FZD2	0		
BMP7_SLAMF1	0		
WNT5A_FZD5	0		
WNT7A_FZD5	0		
WNT5A_EPHA7	0		
EFNA1_EPHA7	0		
EFNA3_EPHA7	0		
EFNA4_EPHA7	0		
EFNA5_EPHA7	0		
WNT5A_ANTXR1	0		
GDF11_ANTXR1	16	Bcell--basal_like_2,Bcell--endothelial,Bcell--macrophage,Bcell--stroma,basal_like_1--basal_like_2,basal_like_1--stroma,endothelial--basal_like_2,endothelial--endothelial,endothelial--macrophage,endothelial--stroma,luminal_ar--basal_like_2,luminal_ar--endothelial,luminal_ar--macrophage,luminal_ar--stroma,mesenchymal--basal_like_2,mesenchymal--stroma	1.7212463990471711,1.6575773191777938,1.337242168318426,3.0,1.853871964321762,3.0,1.853871964321762,1.5228787452803376,1.4436974992327127,3.0,3.0,1.6989700043360187,1.6777807052660807,3.0,1.494850021680094,3.0
WNT5A_ROR2	0		
WNT5A_FZD3	0		
WNT2_FZD3	0		
WNT5A_ROR1	0		
TNFRSF10A_TNFSF10	0		
TNFRSF11B_TNFSF10	0		
TNFRSF10B_TNFSF10	25	Bcell--basal_like_1,Bcell--luminal_ar,Bcell--mesenchymal,Tcell--basal_like_1,Tcell--luminal_ar,Tcell--mesenchymal,basal_like_1--basal_like_1,basal_like_1--luminal_ar,basal_like_1--mesenchymal,basal_like_2--basal_like_1,basal_like_2--luminal_ar,basal_like_2--mesenchymal,endothelial--basal_like_1,endothelial--luminal_ar,endothelial--mesenchymal,luminal_ar--basal_like_1,luminal_ar--mesenchymal,macrophage--basal_like_1,macrophage--luminal_ar,macrophage--mesenchymal,mesenchymal--basal_like_1,mesenchymal--mesenchymal,stroma--basal_like_1,stroma--luminal_ar,stroma--mesenchymal	3.0,1.4685210829577449,3.0,3.0,1.9586073148417749,3.0,3.0,1.431798275933005,3.0,3.0,1.5528419686577808,3.0,3.0,2.221848749616356,3.0,3.0,3.0,3.0,1.5528419686577808,3.0,3.0,3.0,3.0,2.154901959985743,3.0
TNFRSF10C_TNFSF10	0		
FGFR1_NCAM1	0		
FGFR1_FGF7	9	Tcell--stroma,basal_like_1--Tcell,basal_like_1--endothelial,basal_like_1--stroma,basal_like_2--endothelial,basal_like_2--stroma,stroma--Tcell,stroma--endothelial,stroma--stroma	1.3279021420642825,1.6989700043360187,1.7958800173440752,3.0,1.3279021420642825,3.0,3.0,3.0,3.0
FGFR1_FGF9	0		
FGFR2_FGF9	0		
FGFR4_FGF9	0		
FGFR3_FGF9	0		
FGFR1_FGF8	0		
FGFR2_FGF8	0		
FGFR4_FGF8	0		
FGFR3_FGF8	0		
FGFR1_KL	0		
FGFR2_EPHA4	6	Bcell--Tcell,Tcell--Tcell,basal_like_1--Tcell,luminal_ar--Tcell,macrophage--Tcell,mesenchymal--Tcell	1.853871964321762,1.6989700043360187,3.0,3.0,1.8860566476931633,3.0
EFNA1_EPHA4	3	basal_like_1--Tcell,luminal_ar--Tcell,mesenchymal--Tcell	3.0,3.0,3.0
EFNA3_EPHA4	4	basal_like_1--Tcell,luminal_ar--Tcell,mesenchymal--Tcell,stroma--Tcell	3.0,2.6989700043360187,3.0,1.3279021420642825
EFNA4_EPHA4	4	Bcell--Tcell,basal_like_1--Tcell,basal_like_2--Tcell,stroma--Tcell	1.6989700043360187,3.0,2.5228787452803374,3.0
EFNA5_EPHA4	4	Tcell--Tcell,luminal_ar--Tcell,macrophage--Tcell,mesenchymal--Tcell	3.0,3.0,3.0,3.0
EFNB2_EPHA4	6	basal_like_1--Tcell,endothelial--Tcell,luminal_ar--Tcell,macrophage--Tcell,mesenchymal--Tcell,stroma--Tcell	1.853871964321762,3.0,3.0,1.6575773191777938,2.3010299956639813,3.0
FGFR4_EPHA4	3	basal_like_1--Tcell,basal_like_2--Tcell,luminal_ar--Tcell	3.0,3.0,3.0
FGFR3_EPHA4	5	basal_like_1--Tcell,basal_like_2--Tcell,luminal_ar--Tcell,macrophage--Tcell,mesenchymal--Tcell	3.0,2.3979400086720375,3.0,1.853871964321762,3.0
FGFR2_CD83	16	Bcell--Tcell,Bcell--macrophage,Tcell--Tcell,Tcell--macrophage,basal_like_1--Tcell,basal_like_1--endothelial,basal_like_1--macrophage,luminal_ar--Tcell,luminal_ar--endothelial,luminal_ar--macrophage,macrophage--Tcell,macrophage--macrophage,mesenchymal--Tcell,mesenchymal--basal_like_2,mesenchymal--endothelial,mesenchymal--macrophage	3.0,3.0,3.0,3.0,3.0,1.6575773191777938,3.0,3.0,1.5228787452803376,3.0,3.0,3.0,3.0,1.6777807052660807,2.0969100130080562,3.0
FGFR2_NECTIN1	6	basal_like_1--basal_like_1,basal_like_1--stroma,mesenchymal--Bcell,mesenchymal--basal_like_1,mesenchymal--macrophage,mesenchymal--stroma	1.3872161432802645,1.9586073148417749,1.6020599913279623,1.4559319556497243,1.5086383061657274,2.3010299956639813
FGFR3_NECTIN1	12	basal_like_1--stroma,luminal_ar--Bcell,luminal_ar--Tcell,luminal_ar--basal_like_1,luminal_ar--endothelial,luminal_ar--luminal_ar,luminal_ar--macrophage,luminal_ar--mesenchymal,luminal_ar--stroma,mesenchymal--Bcell,mesenchymal--macrophage,mesenchymal--stroma	1.494850021680094,2.154901959985743,1.3979400086720375,3.0,1.3279021420642825,1.6777807052660807,2.6989700043360187,1.5528419686577808,3.0,1.4685210829577449,1.3098039199714864,1.6575773191777938
CD96_NECTIN1	16	Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_1,Tcell--endothelial,Tcell--luminal_ar,Tcell--macrophage,Tcell--mesenchymal,Tcell--stroma,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_1,macrophage--endothelial,macrophage--luminal_ar,macrophage--macrophage,macrophage--mesenchymal,macrophage--stroma	3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.9586073148417749,1.3872161432802645,2.5228787452803374,1.337242168318426,1.537602002101044,2.5228787452803374,1.6020599913279623,3.0
FGFR2_PTPRR	0		
FGFR4_PTPRR	0		
FGFR2_XPR1	4	basal_like_1--basal_like_1,basal_like_1--luminal_ar,mesenchymal--basal_like_1,mesenchymal--luminal_ar	1.5228787452803376,1.7212463990471711,1.6575773191777938,2.0969100130080562
WNT4_SMO	8	basal_like_1--stroma,basal_like_2--Tcell,basal_like_2--basal_like_1,basal_like_2--luminal_ar,basal_like_2--mesenchymal,basal_like_2--stroma,luminal_ar--mesenchymal,luminal_ar--stroma	2.3979400086720375,1.337242168318426,1.5686362358410126,1.3565473235138126,2.0457574905606752,3.0,1.6020599913279623,2.5228787452803374
BMP2_SMO	0		
WNT2_FZD4	0		
WNT7B_FZD4	10	Bcell--endothelial,Bcell--stroma,basal_like_1--endothelial,basal_like_1--stroma,endothelial--endothelial,endothelial--stroma,luminal_ar--endothelial,luminal_ar--stroma,mesenchymal--endothelial,mesenchymal--stroma	3.0,2.154901959985743,3.0,3.0,3.0,2.0969100130080562,3.0,3.0,3.0,2.3979400086720375
WNT2B_FZD4	0		
WNT7B_FZD10	0		
DLL1_NOTCH2	3	endothelial--Tcell,endothelial--macrophage,endothelial--stroma	2.5228787452803374,3.0,3.0
JAG1_NOTCH2	31	Bcell--Tcell,Bcell--macrophage,Bcell--stroma,Tcell--macrophage,basal_like_1--macrophage,basal_like_2--Tcell,basal_like_2--macrophage,basal_like_2--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_1,endothelial--basal_like_2,endothelial--endothelial,endothelial--luminal_ar,endothelial--macrophage,endothelial--mesenchymal,endothelial--stroma,luminal_ar--macrophage,macrophage--macrophage,mesenchymal--Tcell,mesenchymal--macrophage,mesenchymal--stroma,stroma--Bcell,stroma--Tcell,stroma--basal_like_1,stroma--basal_like_2,stroma--endothelial,stroma--luminal_ar,stroma--macrophage,stroma--mesenchymal,stroma--stroma	2.3979400086720375,3.0,2.3010299956639813,3.0,3.0,2.3010299956639813,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.6989700043360187,3.0,3.0,3.0,1.4559319556497243,3.0,1.6575773191777938,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
DLK1_NOTCH2	0		
DLL1_NOTCH4	4	endothelial--Bcell,endothelial--endothelial,endothelial--mesenchymal,endothelial--stroma	1.3098039199714864,3.0,2.221848749616356,3.0
JAG1_NOTCH4	28	Bcell--endothelial,Bcell--mesenchymal,Bcell--stroma,Tcell--endothelial,basal_like_1--endothelial,basal_like_2--endothelial,basal_like_2--mesenchymal,basal_like_2--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_1,endothelial--endothelial,endothelial--luminal_ar,endothelial--macrophage,endothelial--mesenchymal,endothelial--stroma,luminal_ar--endothelial,macrophage--endothelial,mesenchymal--endothelial,mesenchymal--stroma,stroma--Bcell,stroma--Tcell,stroma--basal_like_1,stroma--endothelial,stroma--luminal_ar,stroma--macrophage,stroma--mesenchymal,stroma--stroma	3.0,1.5228787452803376,1.9208187539523751,2.3979400086720375,1.6989700043360187,3.0,1.6382721639824072,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.537602002101044,2.3010299956639813,3.0,1.3187587626244128,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
DLK1_NOTCH4	0		
DLL1_NOTCH3	4	endothelial--Bcell,endothelial--basal_like_2,endothelial--endothelial,endothelial--stroma	1.5686362358410126,3.0,3.0,3.0
JAG1_NOTCH3	38	Bcell--Bcell,Bcell--basal_like_2,Bcell--endothelial,Bcell--stroma,Tcell--basal_like_2,Tcell--endothelial,Tcell--stroma,basal_like_1--endothelial,basal_like_1--stroma,basal_like_2--Bcell,basal_like_2--basal_like_2,basal_like_2--endothelial,basal_like_2--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_1,endothelial--basal_like_2,endothelial--endothelial,endothelial--luminal_ar,endothelial--macrophage,endothelial--mesenchymal,endothelial--stroma,luminal_ar--endothelial,luminal_ar--stroma,macrophage--endothelial,macrophage--stroma,mesenchymal--basal_like_2,mesenchymal--endothelial,mesenchymal--stroma,stroma--Bcell,stroma--Tcell,stroma--basal_like_1,stroma--basal_like_2,stroma--endothelial,stroma--luminal_ar,stroma--macrophage,stroma--mesenchymal,stroma--stroma	1.337242168318426,3.0,3.0,3.0,1.3279021420642825,3.0,3.0,3.0,3.0,1.3098039199714864,3.0,3.0,3.0,3.0,2.3979400086720375,2.3010299956639813,3.0,3.0,2.154901959985743,2.3979400086720375,3.0,3.0,3.0,3.0,3.0,3.0,1.9208187539523751,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
DLK1_NOTCH3	0		
SCGB3A1_NOTCH3	0		
DLL4_NOTCH3	18	Bcell--basal_like_2,Bcell--endothelial,Bcell--stroma,Tcell--Bcell,Tcell--basal_like_2,Tcell--endothelial,Tcell--stroma,endothelial--Bcell,endothelial--basal_like_2,endothelial--endothelial,endothelial--stroma,macrophage--basal_like_2,macrophage--endothelial,macrophage--stroma,stroma--Bcell,stroma--basal_like_2,stroma--endothelial,stroma--stroma	2.3010299956639813,3.0,3.0,1.4685210829577449,3.0,3.0,3.0,1.431798275933005,3.0,3.0,3.0,2.221848749616356,3.0,3.0,1.3279021420642825,3.0,3.0,3.0
DLL3_NOTCH3	9	basal_like_1--basal_like_2,basal_like_1--endothelial,basal_like_1--stroma,luminal_ar--basal_like_2,luminal_ar--endothelial,luminal_ar--stroma,mesenchymal--basal_like_2,mesenchymal--endothelial,mesenchymal--stroma	2.5228787452803374,3.0,3.0,2.5228787452803374,3.0,3.0,2.5228787452803374,3.0,3.0
PLXNB2_PTN	6	basal_like_2--basal_like_1,basal_like_2--macrophage,luminal_ar--basal_like_1,luminal_ar--macrophage,stroma--basal_like_1,stroma--macrophage	3.0,3.0,3.0,3.0,3.0,3.0
PLXNB2_SEMA4D	32	Bcell--Tcell,basal_like_1--Tcell,basal_like_2--Bcell,basal_like_2--Tcell,basal_like_2--basal_like_1,basal_like_2--basal_like_2,basal_like_2--endothelial,basal_like_2--luminal_ar,basal_like_2--macrophage,basal_like_2--mesenchymal,basal_like_2--stroma,endothelial--Tcell,luminal_ar--Bcell,luminal_ar--Tcell,luminal_ar--basal_like_1,luminal_ar--basal_like_2,luminal_ar--endothelial,luminal_ar--luminal_ar,luminal_ar--macrophage,luminal_ar--mesenchymal,luminal_ar--stroma,macrophage--Tcell,mesenchymal--Tcell,stroma--Bcell,stroma--Tcell,stroma--basal_like_1,stroma--basal_like_2,stroma--endothelial,stroma--luminal_ar,stroma--macrophage,stroma--mesenchymal,stroma--stroma	3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.3010299956639813,3.0,1.744727494896694,3.0,1.9586073148417749,3.0,3.0,3.0,3.0,3.0,2.6989700043360187,3.0,2.221848749616356,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.3979400086720375,3.0
PLXNB1_SEMA4D	13	Bcell--Tcell,Tcell--Tcell,basal_like_1--Bcell,basal_like_1--Tcell,basal_like_1--endothelial,basal_like_1--macrophage,basal_like_1--stroma,basal_like_2--Tcell,endothelial--Tcell,luminal_ar--Tcell,macrophage--Tcell,mesenchymal--Tcell,stroma--Tcell	3.0,3.0,1.9208187539523751,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
CD72_SEMA4D	14	Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_1,Tcell--basal_like_2,Tcell--endothelial,Tcell--macrophage,Tcell--stroma,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_1,macrophage--basal_like_2,macrophage--endothelial,macrophage--macrophage,macrophage--stroma	3.0,3.0,2.0969100130080562,2.221848749616356,3.0,3.0,3.0,2.3010299956639813,3.0,1.7695510786217261,1.7695510786217261,3.0,3.0,3.0
PLXNB2_SEMA4G	0		
VEGFD_KDR	0		
VEGFA_KDR	12	basal_like_1--endothelial,basal_like_1--stroma,basal_like_2--endothelial,basal_like_2--stroma,luminal_ar--endothelial,mesenchymal--Tcell,mesenchymal--basal_like_1,mesenchymal--endothelial,mesenchymal--luminal_ar,mesenchymal--macrophage,mesenchymal--stroma,stroma--endothelial	3.0,2.154901959985743,3.0,1.853871964321762,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.7958800173440752
LTA_LTBR	4	Tcell--basal_like_1,Tcell--basal_like_2,Tcell--endothelial,Tcell--luminal_ar	2.5228787452803374,1.8860566476931633,2.5228787452803374,1.408935392973501
TNFSF14_LTBR	3	Tcell--basal_like_1,Tcell--basal_like_2,Tcell--endothelial	1.431798275933005,1.6197887582883939,2.221848749616356
LTA_TNFRSF14	6	Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_2,Tcell--endothelial,Tcell--macrophage,Tcell--stroma	3.0,3.0,3.0,3.0,3.0,3.0
TNFSF13_TNFRSF14	0		
TNFSF14_TNFRSF14	6	Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_2,Tcell--endothelial,Tcell--macrophage,Tcell--stroma	3.0,3.0,2.3979400086720375,3.0,3.0,3.0
CD160_TNFRSF14	0		
MIF_TNFRSF14	28	basal_like_1--Tcell,basal_like_2--Bcell,basal_like_2--Tcell,basal_like_2--basal_like_1,basal_like_2--basal_like_2,basal_like_2--endothelial,basal_like_2--luminal_ar,basal_like_2--macrophage,basal_like_2--mesenchymal,basal_like_2--stroma,luminal_ar--Bcell,luminal_ar--Tcell,luminal_ar--basal_like_1,luminal_ar--basal_like_2,luminal_ar--endothelial,luminal_ar--luminal_ar,luminal_ar--macrophage,luminal_ar--mesenchymal,luminal_ar--stroma,mesenchymal--Bcell,mesenchymal--Tcell,mesenchymal--basal_like_1,mesenchymal--basal_like_2,mesenchymal--endothelial,mesenchymal--luminal_ar,mesenchymal--macrophage,mesenchymal--mesenchymal,mesenchymal--stroma	2.6989700043360187,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
BTLA_TNFRSF14	6	Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_2,Tcell--endothelial,Tcell--macrophage,Tcell--stroma	3.0,3.0,3.0,3.0,3.0,3.0
TNFSF13_TNFRSF17	0		
CD70_TNFRSF17	0		
TNFSF10_TNFRSF10D	0		
MIF_TNFRSF10D	0		
WNT7A_LDLR	0		
EFNA1_EPHA1	21	basal_like_1--Bcell,basal_like_1--Tcell,basal_like_1--basal_like_1,basal_like_1--endothelial,basal_like_1--luminal_ar,basal_like_1--macrophage,basal_like_1--mesenchymal,luminal_ar--Bcell,luminal_ar--Tcell,luminal_ar--basal_like_1,luminal_ar--endothelial,luminal_ar--luminal_ar,luminal_ar--macrophage,luminal_ar--mesenchymal,mesenchymal--Bcell,mesenchymal--Tcell,mesenchymal--basal_like_1,mesenchymal--endothelial,mesenchymal--luminal_ar,mesenchymal--macrophage,mesenchymal--mesenchymal	3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.154901959985743,2.6989700043360187,1.7212463990471711,2.221848749616356,1.6777807052660807,2.221848749616356,1.6777807052660807,3.0,3.0,3.0,3.0,3.0,3.0,3.0
EFNA1_EPHA2	6	basal_like_1--endothelial,basal_like_1--stroma,luminal_ar--endothelial,luminal_ar--stroma,mesenchymal--endothelial,mesenchymal--stroma	3.0,3.0,2.221848749616356,2.3010299956639813,3.0,3.0
EFNA1_EPHA3	0		
EFNA1_EPHA8	0		
EFNA1_EPHA5	0		
EFNA3_EPHA5	0		
EFNA4_EPHA5	0		
EFNA5_EPHA5	0		
TNFRSF11B_TNFSF11	0		
CORT_SSTR1	0		
AGRP_MC5R	0		
POMC_MC5R	0		
POMC_MC1R	0		
LEFTY1_TDGF1	0		
SCGB3A1_MARCO	0		
CXCR6_CXCL16	3	Tcell--basal_like_1,Tcell--macrophage,Tcell--mesenchymal	3.0,3.0,1.585026652029182
ACKR2_CCL3	0		
ACKR2_CCL4	0		
ACKR2_CCL2	0		
ACKR2_CCL5	0		
ACKR2_CCL3L1	0		
ACKR2_CCL8	0		
