	n_cci_sig_NATMI	ccis_NATMI	ps_NATMI
SPP1_ITGA4	23	Bcell--Bcell,Bcell--stroma,Tcell--Bcell,Tcell--stroma,basal_like_1--Bcell,basal_like_1--Tcell,basal_like_1--stroma,basal_like_2--Bcell,basal_like_2--Tcell,basal_like_2--stroma,endothelial--Bcell,endothelial--stroma,macrophage--Bcell,macrophage--Tcell,macrophage--stroma,mesenchymal--Bcell,mesenchymal--Tcell,mesenchymal--basal_like_2,mesenchymal--macrophage,mesenchymal--stroma,stroma--Bcell,stroma--Tcell,stroma--stroma	0.0186098873282144,0.016172120306289468,0.01749082835158259,0.015199650345523768,0.02345865177964062,0.015938855218133003,0.02038573002151005,0.03441330868838333,0.02338193814007258,0.02990540235040806,0.02179385180735197,0.01893900737548193,0.03544798807610551,0.024084945504391917,0.0308045458670543,0.06068110667472409,0.04122945269190267,0.0214507134965944,0.022239100331670918,0.05273229977994616,0.03478231519710344,0.02363265763462354,0.03022607154886032
SPP1_ITGA9	22	Bcell--endothelial,Tcell--endothelial,basal_like_1--endothelial,basal_like_2--Bcell,basal_like_2--Tcell,basal_like_2--endothelial,basal_like_2--stroma,endothelial--endothelial,luminal_ar--endothelial,macrophage--Bcell,macrophage--Tcell,macrophage--endothelial,macrophage--stroma,mesenchymal--Bcell,mesenchymal--Tcell,mesenchymal--endothelial,mesenchymal--macrophage,mesenchymal--stroma,stroma--Bcell,stroma--Tcell,stroma--endothelial,stroma--stroma	0.02208369801073163,0.02075575012688453,0.02783755605307055,0.01603284461659782,0.01661727039175665,0.04083706167700175,0.02156664537570965,0.025861996546025192,0.01636305722517447,0.016514892245367268,0.017116889516155483,0.04206487927381992,0.02221507368100925,0.0282707705698598,0.029301290568009314,0.07200813261937014,0.023177025080823442,0.03802854065878143,0.0162047613616686,0.01679545380873771,0.04127494870763489,0.02179789987631457
SPP1_ITGAV	20	basal_like_1--endothelial,basal_like_2--endothelial,basal_like_2--macrophage,basal_like_2--stroma,macrophage--basal_like_2,macrophage--endothelial,macrophage--macrophage,macrophage--stroma,mesenchymal--Bcell,mesenchymal--Tcell,mesenchymal--basal_like_1,mesenchymal--basal_like_2,mesenchymal--endothelial,mesenchymal--luminal_ar,mesenchymal--macrophage,mesenchymal--mesenchymal,mesenchymal--stroma,stroma--endothelial,stroma--macrophage,stroma--stroma	0.0157867587570288,0.02315881609045281,0.01819782496006767,0.021489257690246708,0.0151443272443368,0.02385511500985689,0.018744965444525467,0.02213535923749648,0.0201112335094357,0.024926475231052233,0.017081374113999032,0.025924589431070892,0.04083602080724839,0.01546842618678549,0.03208828792514745,0.01864188390823088,0.03789208268435623,0.02340714309524656,0.01839295632379733,0.02171968237934211
SPP1_ITGB1	18	basal_like_2--endothelial,basal_like_2--macrophage,basal_like_2--stroma,macrophage--endothelial,macrophage--macrophage,macrophage--stroma,mesenchymal--Bcell,mesenchymal--Tcell,mesenchymal--basal_like_1,mesenchymal--basal_like_2,mesenchymal--endothelial,mesenchymal--luminal_ar,mesenchymal--macrophage,mesenchymal--mesenchymal,mesenchymal--stroma,stroma--endothelial,stroma--macrophage,stroma--stroma	0.01879741688445349,0.015567719347389269,0.01701991525774454,0.019362584853883008,0.01603578240021699,0.01753164040621628,0.02344472228633675,0.02522427871217579,0.02364820220979278,0.02295640540524895,0.03314555044687763,0.02440350077870141,0.027450613567999608,0.02268582473222121,0.03001127565797217,0.01899897754345022,0.015734648654220317,0.017202416149037583
SPP1_ITGB5	19	basal_like_2--basal_like_1,basal_like_2--luminal_ar,basal_like_2--stroma,macrophage--basal_like_1,macrophage--basal_like_2,macrophage--luminal_ar,macrophage--stroma,mesenchymal--Bcell,mesenchymal--Tcell,mesenchymal--basal_like_1,mesenchymal--basal_like_2,mesenchymal--endothelial,mesenchymal--luminal_ar,mesenchymal--macrophage,mesenchymal--mesenchymal,mesenchymal--stroma,stroma--basal_like_1,stroma--luminal_ar,stroma--stroma	0.01526456849101534,0.018807596805866682,0.017548508514218932,0.01572351693224612,0.015134512013322369,0.019373070847430982,0.01807612648345705,0.023123191313314417,0.01921925416007713,0.02691606661057875,0.02590778737508551,0.02453811669410378,0.03316350073764472,0.02391631105526617,0.02524279986915091,0.030943345982104912,0.015428247176404,0.01900926662197161,0.01773667739733079
TFPI_LRP1	19	Tcell--stroma,basal_like_2--Bcell,basal_like_2--Tcell,basal_like_2--basal_like_2,basal_like_2--endothelial,basal_like_2--macrophage,basal_like_2--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_2,endothelial--endothelial,endothelial--macrophage,endothelial--stroma,stroma--Bcell,stroma--Tcell,stroma--basal_like_2,stroma--endothelial,stroma--macrophage,stroma--stroma	0.019639829165702068,0.02289545957253965,0.01957322417601496,0.01607356757088675,0.01715230553254027,0.02201935414388479,0.03460872772348753,0.04388282751096484,0.03751522949902664,0.03080757522967777,0.03287514988354266,0.04220363066910749,0.06633318821367021,0.03876678107596125,0.03314154468829105,0.02721589724617692,0.029042425264330686,0.037283352134754935,0.05859978336417244
TGFB1_ITGAV	25	Bcell--endothelial,Bcell--stroma,Tcell--Tcell,Tcell--basal_like_2,Tcell--endothelial,Tcell--macrophage,Tcell--stroma,basal_like_2--endothelial,basal_like_2--macrophage,basal_like_2--stroma,endothelial--Tcell,endothelial--basal_like_2,endothelial--endothelial,endothelial--macrophage,endothelial--stroma,macrophage--Tcell,macrophage--basal_like_2,macrophage--endothelial,macrophage--macrophage,macrophage--stroma,stroma--Tcell,stroma--basal_like_2,stroma--endothelial,stroma--macrophage,stroma--stroma	0.01902466619016275,0.01765314568044216,0.01694005698122581,0.0176183763691601,0.02775219973739178,0.02180723190276075,0.02575149650563802,0.01975162647752752,0.01552051019839745,0.01832769816554081,0.017956632830837482,0.018675658286576708,0.029417614207832968,0.02311588779003413,0.02729684841726403,0.017012788670637283,0.01769402040503532,0.02787135307755009,0.021900860679773333,0.0258620598790555,0.01655072034576185,0.017213449786828733,0.02711436551496534,0.02130603203624243,0.02515964483602566
TGFB1_SDC2	20	Bcell--endothelial,Bcell--stroma,Tcell--endothelial,Tcell--macrophage,Tcell--mesenchymal,Tcell--stroma,basal_like_2--endothelial,basal_like_2--stroma,endothelial--endothelial,endothelial--macrophage,endothelial--mesenchymal,endothelial--stroma,macrophage--endothelial,macrophage--macrophage,macrophage--mesenchymal,macrophage--stroma,stroma--endothelial,stroma--macrophage,stroma--mesenchymal,stroma--stroma	0.01976211973835288,0.022175754483857942,0.028827958857780632,0.01882557977634827,0.01553096550222337,0.03234884447442293,0.02051725920310515,0.023023122458201258,0.03055792982546375,0.01995530618616986,0.016462981520127568,0.03429010441776242,0.02895173094144802,0.01890640690832319,0.01559764729440505,0.03248773338794555,0.02816540025355511,0.01839290780252286,0.01517401429120655,0.03160536466896673
TGFB1_TGFBR1	29	Bcell--mesenchymal,Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_2,Tcell--endothelial,Tcell--macrophage,Tcell--mesenchymal,Tcell--stroma,basal_like_2--mesenchymal,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_2,endothelial--endothelial,endothelial--macrophage,endothelial--mesenchymal,endothelial--stroma,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_2,macrophage--endothelial,macrophage--macrophage,macrophage--mesenchymal,macrophage--stroma,stroma--Tcell,stroma--basal_like_2,stroma--endothelial,stroma--macrophage,stroma--mesenchymal,stroma--stroma	0.02010208231075269,0.01511323621413125,0.01762074336137034,0.01632192645346064,0.01765012563546003,0.01864285906406,0.029323878687236314,0.016028629729309633,0.02087021224203165,0.01602018422273533,0.01867816732241289,0.01730140817953245,0.018709312832026467,0.01976162037125284,0.03108360989259319,0.01699051066650141,0.015178124496593741,0.01769639755986441,0.01639200421569754,0.01772590598597563,0.01872290168945918,0.02944977998965715,0.01609744822977014,0.017215762377995082,0.01594679643254493,0.01724446935354539,0.0182143865960232,0.0286499222607913,0.01566024060424215
TGFB1_TGFBR2	27	Bcell--endothelial,Bcell--stroma,Tcell--Bcell,Tcell--Tcell,Tcell--endothelial,Tcell--macrophage,Tcell--stroma,basal_like_2--Tcell,basal_like_2--endothelial,basal_like_2--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_2,endothelial--endothelial,endothelial--macrophage,endothelial--stroma,macrophage--Bcell,macrophage--Tcell,macrophage--endothelial,macrophage--macrophage,macrophage--stroma,mesenchymal--endothelial,stroma--Bcell,stroma--Tcell,stroma--endothelial,stroma--macrophage,stroma--stroma	0.030858681697898113,0.01900725208767972,0.01924745493334117,0.021692403639023482,0.045015049912176065,0.01606292247021517,0.02772679694474744,0.015438785326284132,0.03203783700556925,0.019733546956749167,0.020402498146797208,0.02299416866164997,0.015375507711022932,0.04771641110951429,0.01702686132092284,0.029390686989058088,0.01933009337521444,0.02178553940390374,0.04520832084583836,0.01613188820565744,0.02784584121868319,0.0167549505187106,0.01880508692045335,0.02119384289289945,0.043980460235324766,0.0156937451883912,0.02708954655966171
TGFB3_ENG	17	Bcell--basal_like_2,Bcell--endothelial,Bcell--stroma,Tcell--endothelial,Tcell--stroma,basal_like_1--endothelial,basal_like_2--endothelial,basal_like_2--stroma,endothelial--endothelial,endothelial--stroma,luminal_ar--endothelial,macrophage--endothelial,macrophage--stroma,mesenchymal--endothelial,stroma--basal_like_2,stroma--endothelial,stroma--stroma	0.01576782465480035,0.04850362243889295,0.01927361436904176,0.04149930675719127,0.01649034844827003,0.02759184782030967,0.04396787158785077,0.01747126830948351,0.040457425944208834,0.016076342071050968,0.0335441652680033,0.039531160484858316,0.015708277123131317,0.02436296633511556,0.01684761651951408,0.05182518505550401,0.02059348521076786
TGFB3_TGFBR1	14	Bcell--Tcell,Bcell--endothelial,Bcell--macrophage,Bcell--mesenchymal,Tcell--mesenchymal,basal_like_2--mesenchymal,endothelial--mesenchymal,luminal_ar--mesenchymal,macrophage--mesenchymal,stroma--Tcell,stroma--basal_like_2,stroma--endothelial,stroma--macrophage,stroma--mesenchymal	0.01536688682708605,0.015392510835755768,0.01625826444977212,0.025573082580944942,0.021880122460763592,0.02318165024562964,0.0213308005188103,0.0176858483010881,0.0208424356938183,0.0164192221837462,0.015208968850522631,0.01644660094278311,0.01737164198101475,0.027324345493305518
TGFB3_TGFBR2	25	Bcell--Bcell,Bcell--Tcell,Bcell--endothelial,Bcell--stroma,Tcell--Tcell,Tcell--endothelial,Tcell--stroma,basal_like_1--endothelial,basal_like_2--Bcell,basal_like_2--Tcell,basal_like_2--endothelial,basal_like_2--stroma,endothelial--Tcell,endothelial--endothelial,endothelial--stroma,luminal_ar--endothelial,luminal_ar--stroma,macrophage--Tcell,macrophage--endothelial,macrophage--stroma,mesenchymal--endothelial,stroma--Bcell,stroma--Tcell,stroma--endothelial,stroma--stroma	0.01678552689885444,0.01891774398457725,0.03925720744747534,0.02418028240860741,0.016185868627833968,0.03358814893353471,0.0206884539070154,0.02233191747906467,0.015215850984182532,0.017148676664173558,0.03558612262667138,0.02191909590338389,0.01577950651524585,0.03274488549970922,0.02016904997330377,0.0271495238574692,0.01672261469466924,0.0154182375637603,0.03199519726075417,0.019707283217209392,0.01971856895138982,0.017935011738210417,0.020213244568867732,0.041945568978706466,0.025836165372992482
TGM2_ADGRG1	22	Bcell--basal_like_1,Bcell--luminal_ar,Bcell--mesenchymal,basal_like_1--luminal_ar,basal_like_2--luminal_ar,basal_like_2--mesenchymal,endothelial--Bcell,endothelial--basal_like_1,endothelial--basal_like_2,endothelial--endothelial,endothelial--luminal_ar,endothelial--macrophage,endothelial--mesenchymal,endothelial--stroma,macrophage--basal_like_1,macrophage--basal_like_2,macrophage--endothelial,macrophage--luminal_ar,macrophage--mesenchymal,stroma--basal_like_1,stroma--luminal_ar,stroma--mesenchymal	0.0158441814190795,0.01853772152235029,0.017300966605164992,0.015190777108748709,0.01654249377773538,0.015438851644722718,0.0150845545682205,0.02472815991159119,0.020490841347016783,0.02024555830182407,0.02893199276607725,0.01741128976714509,0.02700177797272875,0.01739082606503279,0.01840248519808601,0.015249108948379518,0.0150665714031421,0.021530941668623658,0.0200944923213727,0.01734603777723515,0.02029489623511485,0.018940910380797118
TGM2_ITGB1	17	Bcell--endothelial,Bcell--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_1,endothelial--basal_like_2,endothelial--endothelial,endothelial--luminal_ar,endothelial--macrophage,endothelial--mesenchymal,endothelial--stroma,macrophage--endothelial,macrophage--macrophage,macrophage--stroma,stroma--endothelial,stroma--macrophage,stroma--stroma	0.01673422344435745,0.015151819352513468,0.018473424696961067,0.019875638006431117,0.01863375805460971,0.01808865216603253,0.02611725670030925,0.01922890058033661,0.02162989334829328,0.01787544632692801,0.0236475840556402,0.019436239152463758,0.016096781709647758,0.01759832988423971,0.01832044612219433,0.015172699807768269,0.01658804730461175
THBS1_CD36	19	Bcell--endothelial,Tcell--endothelial,basal_like_1--endothelial,basal_like_2--endothelial,basal_like_2--macrophage,basal_like_2--stroma,endothelial--Bcell,endothelial--endothelial,endothelial--macrophage,endothelial--stroma,luminal_ar--endothelial,macrophage--endothelial,macrophage--macrophage,mesenchymal--endothelial,stroma--Bcell,stroma--Tcell,stroma--endothelial,stroma--macrophage,stroma--stroma	0.025534625520993982,0.02213470918131339,0.024939285213325942,0.03298776633734474,0.01843427832580137,0.01587428364177423,0.015871796835968132,0.04011495537301206,0.02241710592984419,0.01930401026114355,0.02182052203491646,0.02747862530696324,0.015355650993123368,0.02130611722654847,0.01975540447912292,0.01617510032189986,0.04993052628168166,0.027902259553362282,0.02402743272984747
THBS1_CD47	19	basal_like_2--Bcell,basal_like_2--luminal_ar,basal_like_2--mesenchymal,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_1,endothelial--endothelial,endothelial--luminal_ar,endothelial--macrophage,endothelial--mesenchymal,stroma--Bcell,stroma--Tcell,stroma--basal_like_1,stroma--basal_like_2,stroma--endothelial,stroma--luminal_ar,stroma--macrophage,stroma--mesenchymal,stroma--stroma	0.015209424411457381,0.01562917571104476,0.016160546837803567,0.01849550452356949,0.0155165463436975,0.01740197340729682,0.015918894200285232,0.01900594540879091,0.01747491977035858,0.01965212220107361,0.02302109689814937,0.0193132291388798,0.021659993947063392,0.01673821200404589,0.01981402591257501,0.02365643555919994,0.021750789269260332,0.024460722813409132,0.017120007288888617
THBS1_ITGA2B	23	Bcell--basal_like_1,Bcell--luminal_ar,Tcell--luminal_ar,basal_like_1--luminal_ar,basal_like_2--basal_like_1,basal_like_2--luminal_ar,basal_like_2--macrophage,basal_like_2--mesenchymal,endothelial--basal_like_1,endothelial--endothelial,endothelial--luminal_ar,endothelial--macrophage,endothelial--mesenchymal,luminal_ar--luminal_ar,macrophage--basal_like_1,macrophage--luminal_ar,mesenchymal--luminal_ar,stroma--basal_like_1,stroma--endothelial,stroma--luminal_ar,stroma--macrophage,stroma--mesenchymal,stroma--stroma	0.01531522710795855,0.01880471352157173,0.01630087994420289,0.0183662812475469,0.01978549216730547,0.02429350276471838,0.01719380220901795,0.015005016056987869,0.02406025698157121,0.01622855730000581,0.029542248156328638,0.02090861809962333,0.01824693261562153,0.01606950003713134,0.01648120458412962,0.02023635225976638,0.01569067188288541,0.029947466783686767,0.020199459260195483,0.03677082485256603,0.02602466575942496,0.0227117029061263,0.0179175490682929
THBS1_ITGA3	20	Bcell--endothelial,Tcell--endothelial,basal_like_1--endothelial,basal_like_2--endothelial,basal_like_2--mesenchymal,basal_like_2--stroma,endothelial--Bcell,endothelial--basal_like_1,endothelial--basal_like_2,endothelial--endothelial,endothelial--mesenchymal,endothelial--stroma,macrophage--endothelial,stroma--Bcell,stroma--basal_like_1,stroma--basal_like_2,stroma--endothelial,stroma--luminal_ar,stroma--mesenchymal,stroma--stroma	0.01751632611445612,0.01518404035922744,0.01710793261874496,0.02262905608219452,0.01649419167070275,0.01565263343594446,0.01538569916465766,0.015278674739394331,0.01822578208145696,0.02751818857898726,0.020057852842103242,0.019034471304660332,0.01884987745984295,0.01915036547740535,0.01901715366578292,0.02268537713080994,0.03425150608522858,0.0159372321764735,0.024965730091787982,0.02369194134451548
THBS1_ITGA6	13	Bcell--endothelial,Tcell--endothelial,basal_like_1--endothelial,basal_like_2--endothelial,endothelial--Bcell,endothelial--endothelial,luminal_ar--endothelial,macrophage--endothelial,mesenchymal--endothelial,stroma--Bcell,stroma--Tcell,stroma--endothelial,stroma--stroma	0.042510175972269214,0.036849977753502114,0.04151905036435514,0.054918203158282934,0.01684396303364991,0.06678358414241932,0.03632691737532747,0.04574655682005812,0.03547053360315405,0.02096544620625816,0.017185097391867608,0.0831245971035363,0.016980501740517
THBS1_ITGB1	18	basal_like_2--endothelial,basal_like_2--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_1,endothelial--endothelial,endothelial--luminal_ar,endothelial--macrophage,endothelial--stroma,stroma--Bcell,stroma--Tcell,stroma--basal_like_1,stroma--basal_like_2,stroma--endothelial,stroma--luminal_ar,stroma--macrophage,stroma--mesenchymal,stroma--stroma	0.01762757251136082,0.01596069248170164,0.01516232392295127,0.016313210277594317,0.015293919788049469,0.0214361068705415,0.01578239141166125,0.0177530400965481,0.01940908820798221,0.0188723334249454,0.02030482564245872,0.01903612896552993,0.01847925224938849,0.026681223686380567,0.01964412279261548,0.02209696176595511,0.01826144251731496,0.02415822178688285
